sms,label,sms_arabic
1 tension face 2 smile face 3 wast face 4 innoc face 5terror face 6cruel face 7romant face 8lovabl face 9decent face ltgt joker face,0,1 وجه التوتر 2 ابتسامة وجه 3 وايز وجه 4 إنوك وجه 5 وجه رعب 6 وجه قاسي 7 وجه رومان 8 وجه لوفابل 9 وجه لائق وجه مهرج LTGT
dip cell dead come u better respond els shall come back,0,تراجع الخلية الميتة تأتي استجابة أفضل تعود
well know mean text,0,يعرف جيدا يعني النص
hi dis yiju would happi work wif ü gek1510,0,مرحبا dis yiju سيسعد العمل wif ü gek1510
lol oop sorri fun,0,لول أوب سوري متعة
wat happen cruis thing,0,ماذا يحدث الشيء كروز
know dat feelin pete wuld get em nuther place nuther time mayb,0,تعرف على dat feelin pete wuld get em nher place nuther time mayb
lyricalladie21f invit friend repli yes910 no910 see wwwsmsacuhmmross stop send stop frnd 62468,1,lyricalladie21f دعوة صديق الرد نعم 910 no910 انظر wwwsmsacuhmmross توقف إرسال توقف frnd 62468
world happiest frnds never charact dey best understand differ,0,اسعد صديق فى العالم ابدا يختلف
1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 repli hl 4info,1,1 نغمة متعددة الأصوات 4 أسبوع ur mob everi txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 repli hl 4info
yeah open chat click friend list make list easi pie,0,نعم ، افتح الدردشة ، انقر فوق قائمة الأصدقاء ، واجعل القائمة سهلة
alright tyler got minor crisi home sooner thought asap,0,حسنًا ، حصل تايلر على منزل صغير كريزي في أسرع وقت ممكن
whenwher pick,0,متى تختار
usual u call ard 10 smth,0,المعتاد أن تتصل بأرض 10 شىء ما
new theori argument win situat lose person dont argu ur friend kick amp say im alway correct,0,حجة theori الجديدة win
mani thing antibiot use chest abdomen gyna infect even bone infect,0,ماني شيء مضاد حيوي يستخدم الصدر والبطن يصيب الجينا حتى يصيب العظام
poor girl cant go one day lmao,0,فتاة فقيرة لا تستطيع الذهاب يوم واحد lmao
6time,0,6 الوقت
today vodafon number end 4882 select receiv 350 award number match call 09064019014 receiv 350 award,1,اليوم رقم فودافون النهاية 4882 حدد استلام 350 رقم المكافأة اتصل على 09064019014 استلام 350 جائزة
pls make note shes expos also find school anyon els vomit dog cat hous let know later,0,الثابتة والمتنقلة تقديم ملاحظات شيس المعارض أيضا العثور على المدرسة أيون إلس القيء الكلب بيت القط اسمحوا أعرف في وقت لاحق
japanes proverb one u none itu must indian version one let none itleav final kerala version one stop none make strike,0,جابانيس مثل واحد لا شيء يجب أن النسخة الهندية واحدة لا تدع شيئًا itleav Final Kerala version one stop لا شيء جعل الإضراب
sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath,0,يبدو أنه يمكن أن يقضي الكثير من الوقت الذي يقضيه فتى عفيف مبتسم يأخذ إيقاعات مثل كلب جيد ، اذهب إلى حمام طويل لطيف
wors use half way stop better complet,0,استخدام wors في منتصف الطريق توقف أفضل إكمال
miser dont tell u side effect birth control massiv gut wrench cramp first 2 month didnt sleep last night,0,البخيل لا أقول ش الآثار الجانبية تحديد النسل وجع القناة الهضمية تشنج أول شهرين لم ينام الليلة الماضية
send new number,0,ارسل رقم جديد
convey regard,0,أنقل الاعتبار
want latest video handset 750 anytim network min half price line rental repli call 08000930705 deliveri tomorrow,1,أريد أحدث جهاز فيديو 750 أي شبكة anytim الحد الأدنى لتأجير الخط بنصف السعر ، اتصل على 08000930705 التسليم غدًا
2 half year miss friendship,0,2 نصف عام ملكة جمال الصداقة
cant pick phone right pls send messag,0,غير قادر على اختيار الهاتف الصحيح الرجاء إرسال الرسائل
oh fuck sake shes like tallahasse,0,أوه ، اللعنة عليك مثل تالاهاسي
haha first person gonna ask,0,هههه سيسأل أول شخص
ou guarante latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,1,ou ضمان أحدث هاتف Nokia 40GB ipod mp3 player 500 prize txt word collection 83355 ibhltd ldnw15h 150pmtmsgrcvd18
taka lor wat time u wan 2 come n look 4 us,0,من فضلك تعال وانظر إلينا
free polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7zs subscript 450pw,1,نص بوليفون مجاني للنغمات سوبر 87131 احصل على أسبوع نغمة بولي مجاني 16 sn pobox202 nr31 7zs Subscript 450pw
im reach anoth 2 stop,0,أنا تصل إلى توقف 2 anoth
didnt mean post wrote like mani time ive ritten stuff let sit feel time angri left hit send stop wasnt check phone got car wasnt said didnt sleep bore wouldnt time clean fold laundri etc least make bed,0,لم أقصد أن المنشور كتب مثل وقت ماني ، لكن الأشياء المزعجة دعنا نجلس يشعر بالوقت غاضبًا غادرًا ضرب أرسل توقف لم يتحقق من الهاتف حصلت على سيارة لم يقال لم ينام تتحمل وقتًا نظيفًا أضعاف المغسلة وما إلى ذلك على الأقل جعل السرير
warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk repli soni 4 mre film offer,1,warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk repli soni 4 mre film offer
come onlin today night,0,تعال عبر الإنترنت ليلة اليوم
anyth special,0,أي شيء خاص
im solihul want anyth,0,ايم solihul تريد أي شيء
good day,0,يوم جيد
regret inform u nhs made mistakeu never actual bornpleas report 2 yor local hospit 2b terminatedw r sorri 4 inconveni,0,نأسف للإبلاغ عن الخطأ الذي تم ارتكابه ، لا يتم الإبلاغ عن الولادة الفعلية أبدًا.
love holiday monday feel even go dentist hour,0,احب عطلة الاثنين تشعر حتى بالذهاب لطبيب الاسنان بالساعة
way tirupur,0,طريقة تيروبور
goal arsenal 4 henri 7 v liverpool 2 henri score simpl shot 6 yard pass bergkamp give arsenal 2 goal margin 78 min,1,هدف ارسنال 4 هنري 7 v ليفربول 2 هنري نقاط بسيطة تسديدة 6 ياردة تمريرة بيركامب تعطي ارسنال 2 هامش هدف 78 دقيقة
youv alreadi got flaki parent itsnot suppos child job support parentnot theyr ride age anyway im suppos support ive hurt unintent hurt nonetheless,0,youv alreadi حصلت على flaki من الوالدين ، لا يفترض أن وظيفة الطفل تدعم الوالدين لا يركبون العمر على أي حال ، يفترض دعمهم لأذى غير مقصود ومع ذلك
took hooch walk toaday fell splat graze knee everyth stay home see tomorrow,0,استغرق المشي إلى يومنا هذا ، وسقطت رعي الركبة في كل مكان ابق في المنزل وانظر غدًا
drop em omw back,0,قم بإسقاطه مرة أخرى
2nd time tri 2 contact u u 750 pound prize 2 claim easi call 08712101358 10p per min btnationalr,1,للمرة الثانية ثلاثية 2 اتصل بـ UU 750 جنيه جائزة 2 مطالبة Easy Call 08712101358 10 بنس لكل دقيقة btnationalr
sit mu wait everyon get suit take shower,0,الجلوس مو انتظر الجميع الحصول على بدلة الاستحمام
call didnt see facebook huh,0,المكالمة لم تشاهد الفيسبوك هاه
g say never answer text confirmdeni,0,ز يقول لا تجيب أبدًا على نص تأكيد
common hearin r u wat r u ur day let ask u someth differ u smile today gud evng,0,مشترك أسمعنا رو وات رو يومك دعنا نسألك شيئًا يختلف يبتسم اليوم فالداخل إيفنج
hi dear call urgnt dont know what problem dont want work problem least tell wate repli,0,مرحبًا عزيزي الاتصال ، لا أعرف ما هي المشكلة التي لا أريدها مشكلة في العمل
oh yah never cancel leh haha,0,أوه نعم لا تلغي أبدا ليه هاها
go 4 e normal pilat intro,0,GO 4 E Normal Pilates Intro
ok let u noe leav hous,0,حسنًا ، دعنا نغادر المنزل
oh yes like tortur watch england,0,أوه نعم مثل تورتور مشاهدة إنجلترا
wanna art,0,تريد الفن
hope wasnt piss rememb gone sister someth,0,أتمنى ألا أذكر شخ ذهبت أخت شيء ما
got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack lucozadecoukwrc itcould u,1,حصلت تأخذ 2 تأخذ جزء wrc ralli oz u lucozad energi text ralli le 61200 25p انظر الحزمة lucozadecoukwrc itcould u
hi sexychat girl wait text text great night chat send stop stop servic,1,مرحبًا فتاة sexychat انتظر نصًا رائعًا دردشة ليلية أرسل خدمة توقف
good morn boytoy how yummi lip where sexi bun think crave need,0,Good morn boytoy how yummi lip حيث sexi bun think crave need
match startedindia ltgt 2,0,المباراة بدأت الهند ltgt 2
free call sir,0,مكالمة مجانية سيدي
hey want anyth buy,0,مرحبا يريدون شراء أي شيء
hey babe how go ever figur go new year,0,مرحبا حبيبتي كيف تذهب الشكل العام الجديد
kkcongratul,0,تهانينا
g want know fuck,0,g تريد معرفة اللعنة
cancel yeah babi well sound import understand darlin give ring later fone love kate x,0,إلغاء نعم بابي حسنا استيراد الصوت فهم دارلين تعطي الخاتم في وقت لاحق fone love kate x
tomarrow want got court ltdecimalgt come bus stand 9,0,تومارو تريد الحصول على محكمة ltdecimalgt تأتي حافلة 9
